  INFO root [2018-07-30 16:53:10,953] - 
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-30 16:56:05,807] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-30 16:56:05,819] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-30 16:56:05,820] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-30 16:56:06,121] - ThreadPool::destroy(): waiting for thread(2)[0x266ecf0,0x266e2c8,], try=1
 DEBUG root [2018-07-30 16:56:06,523] - TPThread::~TPThread(): 0x266ecf0
 DEBUG root [2018-07-30 16:56:06,523] - TPThread::~TPThread(): 0x266e2c8
 DEBUG root [2018-07-30 16:56:06,523] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-30 16:56:06,524] - Bundle::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:56:06,524] - Channel::destroyObjPool(): size 15.
 DEBUG root [2018-07-30 16:56:06,524] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:56:06,524] - UDPPacket::destroyObjPool(): size 14.
 DEBUG root [2018-07-30 16:56:06,524] - EndPoint::destroyObjPool(): size 15.
 DEBUG root [2018-07-30 16:56:06,524] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:56:06,525] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-30 16:56:06,525] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-30 16:56:13,328] - EventDispatcher()::~EventDispatcher: Num timers = 1
