  INFO root [2018-07-06 13:06:59,783] - 
 DEBUG root [2018-07-06 15:39:01,118] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:39:01,118] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:39:01,118] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:39:01,118] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:39:01,118] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-06 15:39:01,118] - tool(0) has shut down. ClientSDK=1
  INFO root [2018-07-06 15:39:02,120] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2018-07-06 15:41:17,889] - 
  INFO root [2018-07-06 15:41:17,889] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 15:41:17,890] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 15:41:17,890] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 15:41:17,890] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 15:41:17,899] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:12118 )
  INFO root [2018-07-06 15:41:17,899] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:12118, SOMAXCONN=5.
  INFO root [2018-07-06 15:41:17,904] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 7960 ----
  INFO root [2018-07-06 15:41:17,905] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 15:41:17,905] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 15:41:17,905] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 15:41:18,052] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 15:41:18,053] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 15:41:18,054] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 15:41:18,057] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 15:41:18,058] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 15:41:18,058] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 15:41:18,059] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 15:41:18,106] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 15:41:18,157] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 15:41:18,157] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 15:41:18,823] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 15:41:18,824] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 15:41:18,825] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 15:41:18,834] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 15:41:18,838] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 15:41:18,839] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 15:41:18,842] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 15:41:18,845] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 15:41:18,846] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 15:41:18,848] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 15:41:18,849] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 15:41:18,850] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 15:41:18,851] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 15:41:18,852] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallEquipmentBase.cs
 DEBUG root [2018-07-06 15:41:18,853] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Chat
 DEBUG root [2018-07-06 15:41:18,854] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatBase.cs
 DEBUG root [2018-07-06 15:41:18,855] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatBase.cs
 DEBUG root [2018-07-06 15:41:18,856] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//ChatRoom
 DEBUG root [2018-07-06 15:41:18,857] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatRoomBase.cs
 DEBUG root [2018-07-06 15:41:18,860] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatRoomBase.cs
 DEBUG root [2018-07-06 15:41:18,861] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 15:41:18,861] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 15:41:18,861] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 15:41:18,862] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 15:41:18,862] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 15:41:18,862] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 15:41:18,862] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 15:41:18,862] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 15:41:18,877] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-06 15:41:18,877] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-06 15:41:19,177] - ThreadPool::destroy(): waiting for thread(2)[0x24f84b8,0x24f8520,], try=1
 DEBUG root [2018-07-06 15:41:19,579] - TPThread::~TPThread(): 0x24f84b8
 DEBUG root [2018-07-06 15:41:19,579] - TPThread::~TPThread(): 0x24f8520
 DEBUG root [2018-07-06 15:41:19,579] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-06 15:41:19,593] - Bundle::destroyObjPool(): size 10.
 DEBUG root [2018-07-06 15:41:19,594] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:41:19,594] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:41:19,594] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:41:19,594] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:41:19,594] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:41:19,594] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:41:19,595] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-06 15:41:19,595] - tool(0) has shut down. ClientSDK=1
  INFO root [2018-07-06 15:41:20,595] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2018-07-06 15:42:56,720] - 
  INFO root [2018-07-06 15:42:56,721] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 15:42:56,722] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 15:42:56,722] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 15:42:56,722] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 15:42:56,729] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:12552 )
  INFO root [2018-07-06 15:42:56,730] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:12552, SOMAXCONN=5.
  INFO root [2018-07-06 15:42:56,735] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 13964 ----
  INFO root [2018-07-06 15:42:56,735] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 15:42:56,735] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 15:42:56,736] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 15:42:56,879] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 15:42:56,880] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 15:42:56,880] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 15:42:56,883] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 15:42:56,883] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 15:42:56,883] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 15:42:56,884] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 15:42:56,933] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 15:42:56,997] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 15:42:56,997] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 15:42:57,558] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 15:42:57,559] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 15:42:57,559] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 15:42:57,565] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 15:42:57,567] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 15:42:57,568] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 15:42:57,571] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 15:42:57,573] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 15:42:57,574] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 15:42:57,575] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 15:42:57,579] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 15:42:57,580] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 15:42:57,581] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 15:42:57,582] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallEquipmentBase.cs
 DEBUG root [2018-07-06 15:42:57,583] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Chat
 DEBUG root [2018-07-06 15:42:57,585] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatBase.cs
 DEBUG root [2018-07-06 15:42:57,586] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatBase.cs
 DEBUG root [2018-07-06 15:42:57,586] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//ChatRoom
 DEBUG root [2018-07-06 15:42:57,588] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatRoomBase.cs
 DEBUG root [2018-07-06 15:42:57,589] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatRoomBase.cs
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 15:42:57,590] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 15:42:57,600] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-06 15:42:57,600] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-06 15:42:57,900] - ThreadPool::destroy(): waiting for thread(2)[0x22a1f08,0x22a1dd0,], try=1
 DEBUG root [2018-07-06 15:42:58,303] - TPThread::~TPThread(): 0x22a1f08
 DEBUG root [2018-07-06 15:42:58,304] - TPThread::~TPThread(): 0x22a1dd0
 DEBUG root [2018-07-06 15:42:58,304] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-06 15:42:58,316] - Bundle::destroyObjPool(): size 10.
 DEBUG root [2018-07-06 15:42:58,316] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:42:58,317] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:42:58,317] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:42:58,317] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:42:58,317] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:42:58,317] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:42:58,317] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-06 15:42:58,317] - tool(0) has shut down. ClientSDK=1
  INFO root [2018-07-06 15:42:59,319] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2018-07-06 15:59:58,204] - 
  INFO root [2018-07-06 15:59:58,204] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 15:59:58,205] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 15:59:58,205] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 15:59:58,205] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 15:59:58,212] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:17182 )
  INFO root [2018-07-06 15:59:58,212] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:17182, SOMAXCONN=5.
  INFO root [2018-07-06 15:59:58,218] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 16916 ----
  INFO root [2018-07-06 15:59:58,218] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 15:59:58,218] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 15:59:58,219] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 15:59:58,366] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 15:59:58,366] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 15:59:58,366] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 15:59:58,370] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 15:59:58,371] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 15:59:58,372] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 15:59:58,373] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 15:59:58,427] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 15:59:58,490] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 15:59:58,490] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 15:59:59,040] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 15:59:59,041] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 15:59:59,041] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 15:59:59,046] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 15:59:59,050] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 15:59:59,051] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 15:59:59,054] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 15:59:59,059] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 15:59:59,060] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 15:59:59,062] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 15:59:59,063] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 15:59:59,064] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 15:59:59,065] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 15:59:59,066] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallEquipmentBase.cs
 DEBUG root [2018-07-06 15:59:59,067] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Chat
 DEBUG root [2018-07-06 15:59:59,068] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatBase.cs
 DEBUG root [2018-07-06 15:59:59,069] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatBase.cs
 DEBUG root [2018-07-06 15:59:59,069] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//ChatRoom
 DEBUG root [2018-07-06 15:59:59,070] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ChatRoomBase.cs
 DEBUG root [2018-07-06 15:59:59,071] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallChatRoomBase.cs
 DEBUG root [2018-07-06 15:59:59,072] - Script::uninstall_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 15:59:59,072] - Script::uninstall_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 15:59:59,072] - Script::uninstall_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 15:59:59,072] - Script::uninstall_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 15:59:59,072] - Script::uninstall_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 15:59:59,073] - Script::uninstall_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 15:59:59,073] - Script::uninstall_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 15:59:59,073] - Script::uninstall_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 15:59:59,085] - Script::uninstall(): is successfully!
 DEBUG root [2018-07-06 15:59:59,085] - ThreadPool::destroy(): starting size 2.
  WARN root [2018-07-06 15:59:59,387] - ThreadPool::destroy(): waiting for thread(2)[0x20481d0,0x20482a0,], try=1
 DEBUG root [2018-07-06 15:59:59,788] - TPThread::~TPThread(): 0x20481d0
 DEBUG root [2018-07-06 15:59:59,788] - TPThread::~TPThread(): 0x20482a0
 DEBUG root [2018-07-06 15:59:59,788] - ThreadPool::destroy(): successfully!
 DEBUG root [2018-07-06 15:59:59,802] - Bundle::destroyObjPool(): size 10.
 DEBUG root [2018-07-06 15:59:59,802] - Channel::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:59:59,802] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:59:59,802] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:59:59,802] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:59:59,802] - Address::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:59:59,802] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2018-07-06 15:59:59,802] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2018-07-06 15:59:59,803] - tool(0) has shut down. ClientSDK=1
  INFO root [2018-07-06 16:00:00,803] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2018-07-06 17:02:34,621] - 
  INFO root [2018-07-06 17:02:34,622] - -----------------------------------------------------------------------------------------


  INFO root [2018-07-06 17:02:34,622] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2018-07-06 17:02:34,622] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/assets_Battle of Gods/;D:/kbengine/assets_Battle of Gods/scripts/;D:/kbengine/assets_Battle of Gods/res/
  INFO root [2018-07-06 17:02:34,622] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2018-07-06 17:02:34,630] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 10.1.9.4 ( 10.1.9.4:34186 )
  INFO root [2018-07-06 17:02:34,631] - NetworkInterface::initialize(INTERNAL): address 10.1.9.4:34186, SOMAXCONN=5.
  INFO root [2018-07-06 17:02:34,637] - ---- tool Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: F217117F928F68467C45B47BA31B1B8B. Config: Debug X86. Built: 16:26:44 Apr 30 2018. AppID: 0. UID: 10103. PID: 14984 ----
  INFO root [2018-07-06 17:02:34,638] - Server : Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz with 2097151kB RAM
  INFO root [2018-07-06 17:02:34,638] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-07-06 17:02:34,639] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
 DEBUG root [2018-07-06 17:02:34,780] - Script::install_py_dlls(): PyInit_pyexpat
 DEBUG root [2018-07-06 17:02:34,781] - Script::install_py_dlls(): PyInit__socket
 DEBUG root [2018-07-06 17:02:34,781] - Script::install_py_dlls(): PyInit__ssl
 DEBUG root [2018-07-06 17:02:34,786] - Script::install_py_dlls(): PyInit__hashlib
 DEBUG root [2018-07-06 17:02:34,787] - Script::install_py_dlls(): PyInit_select
 DEBUG root [2018-07-06 17:02:34,788] - Script::install_py_dlls(): PyInit__ctypes
 DEBUG root [2018-07-06 17:02:34,789] - Script::install_py_dlls(): PyInit__elementtree
 DEBUG root [2018-07-06 17:02:34,839] - Script::install_py_dlls(): PyInit_unicodedata
  INFO root [2018-07-06 17:02:34,884] - Script::install(): is successfully, Python=(3.4.2 (default, Apr 30 2018, 16:26:41) [MSC v.1900 32 bit (Intel)])!
  INFO root [2018-07-06 17:02:34,884] - Script::install(): KBExtra is successfully!
 DEBUG root [2018-07-06 17:02:35,415] - ClientSDK::writeServerErrorDescrsModule(): D:\kbedemo\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2018-07-06 17:02:35,416] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2018-07-06 17:02:35,417] - ClientSDK::writeEngineMessagesModule(): D:\kbedemo\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2018-07-06 17:02:35,422] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2018-07-06 17:02:35,425] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2018-07-06 17:02:35,426] - ClientSDK::writeEntityDefsModule(): D:\kbedemo\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2018-07-06 17:02:35,429] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2018-07-06 17:02:35,432] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2018-07-06 17:02:35,433] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Account
 DEBUG root [2018-07-06 17:02:35,434] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2018-07-06 17:02:35,436] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2018-07-06 17:02:35,436] - ClientSDK::writeEntityModule(): D:\kbedemo\kbengine_unity3d_plugins//Equipment
 DEBUG root [2018-07-06 17:02:35,437] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EquipmentBase.cs
 DEBUG root [2018-07-06 17:02:35,438] - ClientSDK::saveFile(): D:\kbedemo\kbengine_unity3d_plugins/EntityCallEquipmentBase.cs
